Sample Id,Q8N2W9,"P29460, Q9NPF7",P42226,P04792,P06703,Q9BQB4,P0DML2 P0DML3,P10451,P01130,P01566,Q9HBX9,Q8WWG1,Q16778,Q7L7L0,Q9NZH7,HCE003167,P58294,"P07357,P07358,P07360",O00300,P05156,P33681,P30519,P07384 P04632,P10809,O15444,Q29983,Q9HC73,P08476,P02745  P02746  P02747,P50895,Q9UBX7,P12956,P01031...289,P63000,P99999,O15496,P22692,P27918,P18031,P08697,P09038,Q9H2X3,Q9UBG0,P26718,P49763,P49961,Q8NCW0,P07093,P0CG37,Q9UQM7,P24941 P20248,Q8NFM7,Q06124,P20231,Q16548,Q9UHF5,P48740,P15586,Q99538,P00747...664,P35354,Q9UJ70,P17213,P02751...750,O00541,Q9BXJ7,P0DJI8,P26927,P35247,P45973,P14061,P15692...939,Q9UK05,P01308,P01024...949,P17174,P28799,P15428,O60674,P50281,P06400,Q86VB7,P09493,Q8N423,O76036,Q969Z4,Q9H2E6,Q96DU3,O76083,Q02241,Q8NBP7,Q9UNP9,O94768,P12268,Q9HCR9,O00548,Q9Y625,P31948,P01138,Q06323,Q01484,Q12907,P04155,P47929,Q9UBX1,Target
111-0006-01,0.10762711864406782,0.8662511984659638,0.33954647987652864,0.13806364824769335,0.4030982201713911,0.1888916967158144,0.7862826828344067,0.9243623570800352,0.14603263927968485,0.006509623940429914,0.4204208654416123,0.6683374663641639,0.17016654598117298,0.5834620893435134,0.06313301823092507,0.22732169790993317,0.5600000000000023,0.0,0.5140895953757225,0.4900256483328584,0.2755905511811023,0.3316972767574415,0.031051638359924527,0.24783396475045294,0.0,0.4098713285619304,0.04149338374291117,0.30107242854878735,0.01877499073025546,0.3121498630379076,0.007088331515812452,0.8790138829666176,0.11436170212765973,0.6910440496471161,0.15140224358974375,0.4951765642977255,0.6182998641099202,1.0,0.001272687978758803,0.09557647726735108,0.9205234038816192,0.7005579665220086,0.5433149724586881,0.4223147544273316,0.13344883773693877,0.4020962363030012,0.2937031651940499,0.37474801773955113,0.599159828057835,0.26783725001326186,0.35635018495684345,0.3175747863247864,0.6424325560128028,0.0005670541536716769,0.1082317073170731,0.14530260142876394,0.1407343239821417,0.6060083723220882,0.3832069970845482,0.16131845134286715,0.32707993474714514,0.01179941002949847,0.16237565520646235,0.04056587693881025,0.11843015214384511,0.032180953049640026,0.019095243030365843,1.0,1.0,1.0,0.32988467562052115,0.5410773176987907,0.07005579665220085,0.3350840336134453,0.0,0.07873942004893408,0.19287277274148168,0.18061552277986936,0.2439523995317987,0.04806135492117597,0.2569872958257714,0.7459498207885304,0.8326086956521739,0.17556179775280878,0.7698551996489689,0.6010213434594731,0.5504823151125402,0.5477277954851643,0.17017973368364483,0.4923937428931436,0.0,0.08818691714843441,0.2514837732036873,0.42044475090501643,0.23379579449382185,0.3742414025623735,0.20758698785258384,0.275377969762419,0.28100276777622657,0.17471958584987057,0.0,0.09284857665846102,0.4102314250913521,0.33233147273507957,0.5979705773667442,1
111-0007-01,0.7810734463276838,0.9446308724832215,1.0000000000000002,0.12125387156441039,0.49307844429795633,0.17651403967459445,1.0,0.6297273526824978,0.1747795910710936,0.05245164613871586,0.5075133372851214,0.6722418614467367,1.0,0.677260372847331,0.029765923925275717,0.04438698556345612,0.6400000000000041,0.17334754056589485,0.02131502890173409,1.0,0.5717551435102872,0.36550031665611143,0.3408817979070168,0.30683577664305706,0.42134305501305125,0.400836950995346,0.06890359168241972,0.5561836335781078,0.0058183931774680175,0.35521781390827956,0.0,0.8768269298683906,0.19614361702127647,1.0,0.4916666666666665,1.0000000000000002,1.0,0.4035204251079376,0.274554130404207,0.06120073804229549,0.8302450162465971,0.3769373837569745,0.5207811717576367,0.4469974414287867,0.24272425386217844,0.7765602667937113,0.039804148181287205,0.38355059803789804,0.0,0.4681449259986209,0.25948760104123847,1.0,0.716506630086877,0.004205651639731599,0.32164634146341453,0.14813317158646722,0.19550876257746386,0.11626270798888377,0.4045481049562687,0.18689687245669118,0.3091353996737356,0.08702064896755157,0.2948812487526131,0.060848815408215406,0.08212309820193636,0.025309878856945328,0.06226774055046416,0.7730523411324155,0.5220623237760444,0.8910020986358868,0.553509562906364,0.7434957860021986,0.15809051456912582,0.7549019607843137,0.04979838709677409,0.2566464920804018,0.10956548921537981,0.18037373493143571,0.26199765899336724,0.057775884107371084,0.08892921960072597,0.4633691756272402,0.9386956521739129,0.48876404494382,0.7948661693725316,0.24237265942123853,0.5545980707395499,0.796963822166727,0.22236818534662925,0.4727557699990779,0.6242011077971878,0.05577390698354068,0.3646925116807678,0.5735218065850716,0.060752221981357074,0.32254439199820184,0.42364113650401475,0.6395248380129588,0.2617752957601587,0.046160483175151035,0.26665858977465473,0.154542489848303,0.225822168087698,0.8426363246028336,0.1404216644861026,1
111-0014-01,0.7011299435028251,0.4602109300095878,0.922830345482607,0.26347792598057035,0.09327620303230066,0.35922905712091896,0.6684350132625996,0.2216358839050132,0.09257175014068657,0.002950405095302769,0.3071576763485476,0.2264021526935049,0.5061549601737871,0.4409207276500241,0.20428201665541298,0.043309631544925634,0.0,0.5762963134547885,0.26011560693641633,0.38664861783984045,0.3081026162052327,0.308264724509183,0.6342425802024362,0.6264206885191898,0.5690964665910259,0.49106339708240454,0.042060491493383756,0.5788472713825346,0.07437842604748118,0.24400459485729442,0.024263904034896422,0.5590987451179412,0.384973404255319,0.8057921635434414,0.12015224358974375,0.2790069917691833,0.4990185716442701,0.5456658917303221,0.5204950790541629,0.010219047168472349,0.5829454641257574,0.3034717916924984,0.7325988983475216,1.0,0.04415980859270263,0.8456407813244402,0.29646199157439507,0.1982932401558931,0.48251270027354437,0.32939897087687664,0.5140430195917249,0.0,0.9867398262459992,0.01176637368868727,0.16463414634146334,0.2721391023048928,0.175651362697408,0.12452949660534002,0.7211661807580176,0.741251017323567,0.054241435562805806,0.07522123893805305,0.71570079517642,0.0772115220726095,0.09266943291839552,0.08475585056682851,0.5001480538323735,0.5742883689500804,0.1409425464132703,0.27024309199020646,0.869109202221062,0.6812019054598754,0.15003099814011162,0.2538515406162465,0.04717741935483866,0.7051544702122429,0.20693966864645197,0.0248696072674518,0.2777019118220836,0.031188751597784392,0.22431941923774956,1.0,0.18869565217391338,0.09550561797752755,0.5634050021939445,0.16996202697394258,0.3180707395498392,0.5561068576873791,0.5250492625544874,0.2975813639017794,0.019599488708990198,0.09880141926346664,0.1883444879403965,0.6754007929667296,0.4921959679167571,0.044504383007417214,0.08976734609841469,0.10928725701943853,0.8239400396796237,0.04055220017256256,0.0018173007026895949,0.6966746617854365,0.10231425091352009,0.528982395878059,0.16869575638938544,1
111-0018-03,0.6638418079096047,1.0,0.27876053662590516,0.22056661802914998,0.845418589321028,0.9016979793365536,0.8863205759757484,0.9882732336558195,0.1657756518476834,0.048377277197583474,0.9999999999999999,0.27890043792539426,0.6068066618392467,0.3720353223787343,0.08178595543551653,0.049558284852402476,0.120000000000001,0.6379240453550459,0.005057803468208055,0.5121117127386721,0.843281686563373,0.12048765041165294,0.554812146165723,0.5604677977268983,0.14811301452671888,0.7001055966209082,0.055954631379962205,0.4903587088594221,0.3298876607173279,0.6379959353185474,0.002726281352235571,0.6967329118129475,0.24468085106382986,0.7178145534193233,0.3827724358974358,0.3426851933799451,0.7401479691982487,0.15974759216207213,0.41523932365724553,0.09381653025500308,0.7474312812856765,0.07253564786112834,0.8442663995993991,0.3122209401495011,0.0,0.80705097665555,0.0859585678957114,0.6321058997446579,0.28057835091832745,0.26271815818789457,0.3762159199890396,0.7430555555555558,1.0,0.010915792458179759,0.08765243902439024,0.4820056611403153,0.21323382421536619,0.06272206001336761,0.328513119533528,0.41245204046041173,0.0,0.09292035398230081,0.8268448197985274,0.1378898926197375,0.3509681881051176,0.0324326367922745,0.08108168129932043,0.6583889405073626,0.6067962942619649,0.6175819050950216,0.811257178112097,0.5219494320263832,0.08679479231246123,0.9999999999999998,0.17620967741935467,0.6129289050701817,0.06908408877774305,0.1568512313909709,0.02233710495513075,0.10745632722624623,0.0029038112522686843,0.9258781362007169,1.0000000000000002,0.16151685393258397,0.10421237384817905,0.4912269215660596,0.32797427652733124,0.9136135116485395,0.3434047889174181,0.5644303758566642,0.07243289305496381,0.24790651145189757,0.3275666119459528,0.772108257197035,0.03826143507478866,0.21487974825803557,0.3081634753963352,0.13326133909287252,0.738824797315502,0.1100086281276963,0.43203295371940886,0.3763386563992508,0.22898903775883067,0.6481322455989692,0.598190298321132,1
111-0022-01,0.6906779661016951,0.3563638542665388,0.7809569037160153,0.31843651176792853,0.41825972313777204,0.40959985226510626,0.3849943160287985,0.05189094107299885,0.06804539486025137,0.007165269517163862,0.13387670420865427,0.07312826465467209,0.35626357711803047,0.245350686260136,0.21635156425838395,0.2391725921137685,0.7600000000000016,0.37347262598302056,0.8298410404624279,0.14790538614990018,0.13131826263652546,0.9228150728309057,0.7098987819523076,1.0,0.46062037708709225,0.3961437678438735,0.0946124763705104,0.6408156796449893,0.20826259933658697,0.0,0.07688113413304254,0.7426118393688184,0.20944148936170204,0.7054027743976637,0.3094951923076923,0.5662890521285069,0.3450098142835575,0.824310860179343,0.47877767067226046,0.0,0.4985509791867917,0.0582765034097954,0.6111667501251878,0.7622535493904581,0.08083245673741313,0.5140543115769411,0.14572071232400052,0.25668592931057643,0.057835091832747154,0.23213622619489685,0.4448554596520071,0.07331730769230782,0.7078189300411524,0.0018429259994329483,0.3003048780487805,0.3117670845127375,0.11561271406676887,0.7260351074682521,1.0,0.597430531333566,0.09013050570962478,0.3908554572271386,0.2502547295664872,0.09613090165331517,0.11497233748271096,0.10639849205791967,0.7086929807678073,0.44378748205084895,0.5416163169651029,0.32699370409233997,0.8132504389919795,0.4929278123854891,0.268443893366398,0.5934873949579833,0.09838709677419333,0.8846653633181535,0.07455454829634262,0.12248281579220055,0.34403043308622716,0.0,0.14337568058076222,0.10724014336917564,0.8356521739130438,0.0,0.5021939447125932,0.17205709048055473,0.37080385852090025,0.17819472283376603,0.4388845763420314,0.19902271120808873,0.2671495526203663,0.17905275029130874,0.17338047733299655,0.27598689881054983,0.05489919791892481,0.0,0.07790302655960468,0.09546436285097193,0.9935091973448942,0.04141501294219152,0.1521686455052096,0.4539123482505416,0.3500609013398294,0.18763417775869462,0.10129135997283449,1
111-0025-01,0.04774011299435044,0.17941035474592526,0.024100676718508796,0.06416355223832024,0.48516809492419255,0.14116457861537413,0.79386131110269,0.470243330401642,0.2141718251735134,0.0038402098065845533,0.36130705394190865,0.3411597108637154,0.3946415640839973,0.2836617081505373,0.062092054917848305,0.0,0.7200000000000024,0.6148874810345024,0.8135838150289019,0.035480193787403747,0.024384048768097744,0.3810164661177961,0.6771315834620005,0.06993905452149562,0.45551773524542893,1.0,0.31862003780718334,0.9999999999999998,0.09452734324110357,0.24396924980118406,0.0029989094874591227,0.38378410901281046,0.014627659574468321,0.36128011681674377,0.909375,0.18988406053633056,0.20443907594745592,0.3148455662570573,0.0028060883197431304,0.003113024554099446,0.5400895758320892,0.28549287042777427,0.2471206810215324,0.0,0.08217313285068994,0.15531205335874199,0.1124780971554263,0.15078618465260052,0.21658851113716288,1.0,0.20578161391971506,0.44190705128205154,0.29080932784636504,0.0,0.16387195121951215,0.9999999999999999,0.12567468514693148,0.8543989868786717,0.4563265306122455,0.4440181374258808,0.134584013050571,0.014749262536873142,0.18902509480141605,0.19686381455599106,0.2828492392807745,1.0,0.019550508564914203,0.32374637497536374,0.013695118825295616,0.0038183514049201506,0.3660481230126713,0.322682301209234,0.7327960322380658,0.5983893557422968,1.0,0.051884197094391404,0.1019068458893404,1.0,0.18250097541943044,0.01593523647209205,0.45480943738656987,0.31096774193548393,0.38565217391304385,0.6123595505617976,0.12439666520403692,0.0,0.5079099678456591,0.7602931028817403,0.9999999999999999,0.3776698730753864,0.0012782275244993535,0.8127906061843618,0.49968430357368354,0.6786760903292535,0.18144374593539994,0.24904472915261833,0.42660078237595217,0.6354211663066955,0.1581061552404046,1.0,0.3049430579113156,0.4296376948810199,0.6163215590742996,0.5626878488621726,0.6147792303774207,2
111-0026-01,0.4008474576271186,0.35115052732502394,0.3008429300724209,0.09410545843119603,0.4278180619644034,0.1849018826479536,0.42516104585070114,0.5930812078569336,0.2180641530669668,1.0,0.4573651452282156,1.0,0.6125995655322227,1.0,0.2764179608372721,0.17582417582417575,1.0000000000000036,0.33131420761862795,0.19580924855491333,0.07708748931319459,0.9166878333756667,0.49374604179860665,0.3108594956253218,0.28479657387580304,0.5352441890023498,0.5244632171770502,0.4022684310018903,0.6030957789634954,0.48520248128513743,0.40611469470707795,0.05779716466739365,1.0000000000000002,0.23404255319148937,0.4019226089072766,0.6063301282051283,0.0,0.13860788162464144,0.4699435403520429,0.004723696352428227,0.018668685243885125,0.9999999999999998,0.110973341599504,0.08763144717075622,0.192846034214619,0.23383453994183534,0.10433539780848,0.09573873168549381,0.43495497916946635,0.30803048065650646,0.0,0.37265378819016304,0.3671207264957266,0.5967078189300412,0.0012758718457612714,0.22027439024390238,0.11079660331581065,0.3580329179716134,1.0,0.2986588921282798,0.08295547029415196,0.2565252854812399,0.060471976401179905,0.3866217082112209,0.0588034770751662,0.2079875518672199,0.014234713993292021,0.018014450054039653,0.46310217642255824,0.09568274195320225,0.23038358400373093,0.513976555455365,0.19091242213264925,0.18536887786732786,0.5262605042016806,0.04858870967741935,0.0,0.2170990934667083,0.882076612206832,0.3136948888021851,0.04098849595227949,0.3872958257713248,0.33390681003584244,0.4208695652173915,0.821629213483146,0.15050460728389647,0.4343328532146131,0.7627009646302252,0.30039759471626204,0.0,0.6510648759949598,0.06348530038346822,0.7065556633782816,0.48048996085364304,0.4197552146181691,0.45583134619553445,0.30905821532928734,0.5779544986617253,0.560259179265659,0.4998897788228378,0.8960310612597067,0.11061303610370721,0.7110500957310273,0.6791717417783192,0.7810218978102189,0.48857950402988193,0
126-0017-02,0.0,0.38548657718120793,0.6134393921405674,0.37824438453652426,0.15754779169413324,0.06685489906402167,0.612732095490716,0.47288185282908257,0.23855749390358283,0.013534397976865072,0.5597658565500888,0.15448741624017298,0.39174511223750885,0.17642016939403843,0.07984469952734638,0.07670760611937079,0.5600000000000023,0.10392513406145287,0.13150289017341044,0.20233684810487323,0.2590805181610363,0.02549081697276756,0.19385829473323046,0.4328117278866742,0.5191984574273509,0.4449137627595916,0.08279773156899811,0.8301019599556236,0.362626394219688,0.8047715825748873,0.32579062159214833,0.9485830584382122,0.12566489361702127,0.6163300073010466,0.9537259615384615,0.5617753783520667,0.3438019024611204,0.7804716041182336,0.38931216531908097,1.0,0.0,1.0,0.455182774161242,0.45447248281743846,0.36196192479838285,0.9890424011434016,0.046527234090146516,0.8068136003225373,0.0288198515044939,0.10312450267890302,0.25948760104123847,0.3032852564102564,0.7219935985368082,1.0000000000000002,0.18292682926829262,0.3373770049871949,0.2325581395348838,0.8808175326274317,0.08408163265306134,0.24880827810719697,0.213295269168026,0.13126843657817105,0.7940944757823087,0.09902846429180162,0.13969571230982014,0.08730725400074534,0.46522215477547635,0.05075034490525665,0.42736826687172724,0.5646496443978083,0.24194390394380894,0.27211432759252463,1.0,0.7815126050420167,0.3687499999999999,0.8754053452898,0.19724914035636137,0.44730751960208615,1.0000000000000002,0.8981678738815508,0.32232304900181497,0.918853046594982,0.24043478260869589,0.24719101123595477,0.9267222465993856,0.6491423333769801,0.0,0.3747248053100254,0.1636113930853287,0.5381542149420695,0.14060502769492966,0.2912337625843483,0.27869680515216555,0.5521461816928115,0.03159549100368525,0.36367723083839043,0.37083075972822727,0.5088552915766735,0.47428172532882673,0.2903364969801553,0.09934577174703174,0.996291737675945,0.6365408038976856,0.7325032202662086,0.18919971636022248,2
77-0155-01,0.007062146892655274,0.6919942473633749,0.7053306422889702,0.474400212630928,0.2920237310481213,0.10735078289774219,0.44069723380068204,0.09469363822925825,1.0,0.05114035498524798,0.17830468286899814,0.3599430169366327,0.6574945691527878,0.2771092490047254,0.24195363493135266,0.1460892049127343,0.3200000000000003,0.290186585747211,0.0,0.11199772014819026,0.18389636779273588,0.010528815706143169,0.17172756905129527,0.539318069510789,0.625417728425373,0.4811686026047166,0.07060491493383741,0.8268265624174551,0.13997815346688447,0.5065123265883187,0.8206106870229009,0.918724347118637,1.0000000000000002,0.7417863227062546,0.9999999999999998,0.06907690946101419,0.2165181941718255,0.6130853537030885,0.412481261298965,0.03095046600747503,0.02344779134100272,0.33044017358958455,0.19454181271907878,0.5383785682034816,0.314398861456593,0.7941877084325868,0.44757608520051206,0.5071898938314742,0.001758499413833492,0.2817622407299347,1.0,0.4114583333333335,0.8573388203017833,0.005103487383045079,0.22408536585365857,0.3772745653052971,0.15539414939694818,0.9247546346782987,0.0,0.1814905243576329,0.34665579119086454,0.19616519174041286,0.8423260748537276,0.12936764956536562,0.18257261410788378,0.03220579736758249,1.0000000000000002,0.02684629895542967,0.2861327767402687,0.2743966421825813,0.4327749038963502,0.08801758886038835,0.2231866088034718,0.6477591036414565,0.25907258064516125,0.805083059200899,0.22538293216630195,0.43839591033124914,0.8424697619976591,0.6091180230080954,0.33393829401088926,0.5491039426523296,0.24086956521739156,0.2766853932584268,0.43615620886353645,0.4634018593688616,0.06945337620578773,0.38918279499227815,0.2153221472502538,0.6628353667906204,0.6736259054111631,0.3533958538623224,0.38287662583659543,0.3657990001723841,0.028289616301755915,0.28635648460328156,0.608220094708668,0.2492440604751618,0.4998407916329879,0.16738567730802412,0.1985703901138841,1.0,0.5714981729598052,0.5208243881494202,0.17385919881750178,0
126-0021-02,0.10621468926553668,0.013482742090124678,0.18045826902528783,0.21094398368383085,0.25346077785102183,0.1158455392809587,0.3277756726032588,0.4720023453532689,0.0013130744700806662,0.1407764716901606,0.0,0.11269983643750331,0.21723388848660385,0.03712684252670041,0.024364168354715277,0.16892911010558065,0.7600000000000016,0.38956000046327866,0.9783236994219655,0.15709603875748074,0.1328422656845316,0.5718017732742242,0.32784354091610923,0.0752429583264701,0.5173570423277472,0.0,0.15793950850661626,0.37936499550953573,0.0,0.04131837059291321,1.0000000000000002,0.06611609163228849,0.706781914893617,0.04623996106108541,0.09294871794871784,0.11434640233648996,0.6340027178016006,0.0,0.004308614828358644,0.12056583242655058,0.8967243347677176,0.29758214507129566,0.14421632448673016,0.032985501429789954,0.09007280902584414,0.7074797522629823,0.003442319402502836,0.24916005913183714,0.04982415005861662,0.02949445652750521,0.012467461296067961,0.2487980769230771,0.125285779606767,0.019327095737642942,0.9893292682926829,0.0,0.19870726994069443,0.13807295880676823,0.10693877551020448,0.11289384955237769,0.5860522022838499,0.5530973451327432,0.3108436012983331,0.2580535196863814,0.01867219917012447,0.0,0.026205528330100824,0.17715460202156708,0.010472737925226072,0.12068613734405975,0.2785819372597407,0.0,0.8034717916924985,0.0,0.12056451612903207,0.3032743704709615,0.0,0.9319539912265551,0.7096176355833008,0.03152961227098425,0.5807622504537204,0.4192114695340503,0.21739130434782616,0.7766853932584268,0.156208863536639,0.07607699358386766,0.5625723472668811,0.0,0.010449632770048373,0.0,0.5159778440562419,0.5705304253668991,0.14881929536557648,0.14997414238924311,0.21000433557337964,0.8781748707574735,0.4096149886761375,0.07559395248380119,0.11351556567957477,0.29119930974978425,0.9411194572328568,0.9892118496076079,0.8794153471376371,0.0,0.058545647028274084,0
