Sample Id,P84022,"P29460, Q9NPF7",P28907,P13987,Q8WVN6,P27930,Q7L7L0,HCE004333,P16035,HCE004331,"P07357,P07358,P07360",P02743,P35625,P41273,P30519,P31785,P22897,P07384 P04632,P10809,P16284,O14836,Q9NZH6,"P25391, P07942, P11047",P43026,O76093,Q14005,P16619,P02671 P02675 P02679...260,Q92838,P80188,P04150,P63000,Q16619,P16671,Q13449,Q9UBG0,P01589,P20333,Q02083,P98073,Q9HCN6,P09960,P53582,P0CG37,Q02246,O75015,Q13007,Q9HBG7,Q9UJ71,O60911,Q9UBT3,Q8NFM7,P42336 P27986,Q8WWQ8,P17706,P07948...571,P24158,P29965,Q495T6,Q96PX8,P55289,P02768,P00747...664,P10082,P62081,Q9UJ70,P63208,P0DMV8,P13671,O60506,P54920,Q9NYA1,P29350,Q9BXJ7,P09228,Q9BZZ2,Q7LFX5,Q9GZN4,Q96DA6,Q9NZU1,Q8IZU9,Q14019,P04083,P56211,P19957,P22455,P30044,Q8NHL6,Q9NZS2,O76036,P20839,P04035,Q9UNP9,P45985,P12268,P00533...1146,P16870,Q99829,P14174,P11309,O15041,P05413,P62993,P02753,Q9NQ25,Q9Y5U5,O14763,P01138,P63104,P40225,P27348,Q96HD1,Q01973,P15941,P04155,P36955,Target
111-0006-01,-0.25585458235844927,0.9993059563582037,-0.1169133220034953,0.7712609327852805,-0.2164759903595759,1.7393972246629839,1.4311741444091035,0.4808331593134225,0.5051284292649147,0.7280832684878611,-1.7270868987241061,1.0542280829432922,0.26898744371595995,1.3105785759416357,0.16199910283101007,1.0706557167197421,0.8925472988587705,-1.5598767293522657,-0.7885386788700876,-0.7537805931893128,-0.7175524121010441,-0.951021713170323,0.28761201216695104,0.31395389085986875,1.4524409130511813,0.4272980657541462,-0.46383225279088036,1.186971409207363,1.668166373889114,1.3827550290714175,-0.8400523329622575,0.6025343224051011,0.804073424381565,0.7789399029159353,-0.5568894559891306,0.7166319536943129,0.33013265643440237,-0.3020238260557283,-0.1678863247073154,-0.15136414735246118,0.09301928768009808,1.0296932447602298,0.11643294855539955,1.460103487476053,1.0884106259435453,0.43483877957199063,1.179501214436326,-1.0021122841060084,0.18296901886719338,0.9621285642814721,-1.1436276737882485,-0.48945760120276444,-0.3470891432974314,-0.8529389366314749,0.01901883073831401,-0.06732373015404279,0.36655077232944744,0.2568074069864224,0.22484479813637484,-0.1643566173878498,-0.9702144759355391,-0.03326172983009581,-0.9165725011891085,-1.0963009212057704,-0.9096713710096128,-1.128095338676431,-0.2641731225786512,-0.8698501372646283,-1.060737163785472,-0.11777587018524432,-0.05429704114657623,0.21013531214839765,-0.3840651787441664,-1.1656642517126616,1.1054224524014737,-0.539987373517925,0.5883470476258981,1.5801962355040324,0.7152747322518759,0.2792581802520271,-0.6517183003994569,-0.5378367273197222,0.071401369859517,0.9056345595691894,-0.7445011083198386,-0.7492949893289095,-1.4248582252951818,1.3674236075958723,0.6744454841267735,1.005077667878173,0.9799669170461882,-1.3884190339370894,-0.8605538697383117,-0.836032343610587,-0.17513438022544286,-0.11319437195482528,-0.17267804251719285,-0.3186315210396199,1.5073740618513158,0.0780004496015968,1.5241032010619902,1.3861966426492422,-1.1180200009851464,0.29527429394756816,0.018582234133396987,0.944352680496734,0.18920360486458643,-0.9527203731273374,0.4484077486577567,0.18023437575601145,1.024968583637836,0.8951669920376207,-0.09153668684978977,0.012086306492423725,0.2048205916596244,0.7852402880137964,1
111-0007-01,0.12385318376902092,1.2238768217724219,-0.47069727426725533,-0.5529642233315053,-0.2492889958247424,0.8085152336743768,1.7296273149464132,1.7559015702320957,-0.17532794952595587,0.6556177014243592,-1.0397946808807175,1.1640734604005072,-0.4807289897933834,0.020327968009505936,0.2936492085013971,0.01648729765341084,0.5733999970106839,-0.45389890161546514,-0.5916488552801044,-0.825704154077309,-0.24854901012336997,-0.18386125744901521,0.9119695458546686,0.228089943166086,0.400853500639621,-0.46870042307287335,0.026102947681994053,-0.33933568264417513,0.09288530879496704,0.3186682542923669,-0.5568512602406823,2.1056327290651446,2.4215917601250077,0.23980359940980409,1.0361112310045555,0.6236342750048497,0.8871860764562458,0.2998161366186011,-0.305822741817894,0.6371017664099686,0.3708673574190186,-0.7277915378351251,-0.5868225648518035,-1.8781602352296352,0.5099866743385003,0.391173859288604,0.4819037861437697,-0.6720799911047501,0.3497133467772894,1.096457465720832,-0.6890998978874611,1.7255457143152952,0.12216539303920053,0.22843306444511177,0.959437590597999,0.5393299324218549,1.2801965033924003,1.7217184093499784,-0.35902838879413423,1.9606688149919909,0.5548147057747551,-1.4557460470826213,-0.8086418369768055,0.5441571501383505,-0.18882947658716773,-0.3227277478815204,0.1500741754341823,-0.5084730625504983,-0.5529987516347514,0.607661094778087,0.2885565014079519,2.0843605502399556,-0.2011833647611535,-1.3304403238312774,0.3464466895438631,-1.7371271316572643,0.9226617565716076,-1.0364841700363145,1.2219633248116397,-0.22517872389372925,0.5291502795970073,0.27672578306686746,0.05144505471257461,0.4438909222574687,-0.5832311633245765,-0.4288814408370247,-0.1888447239521091,-0.5053506137711025,0.3916272190853927,1.101236957829412,0.6577511504559577,0.49719366019260225,-1.0136166140868907,1.5004553372450686,0.3579668445034998,-0.7815618970682309,-0.14946507652924712,1.2700741869412853,1.2858080780958734,0.08787274384537823,0.8390776170564707,2.386519384814814,-1.1092097061134507,-1.084272626636267,0.4127610615634082,0.22459754983348104,0.4878265541797978,-1.010933543692034,0.6575333631456485,0.546273977493298,-1.1426911462966163,2.264749555180303,0.3600396101017121,-0.332799333711064,-0.5034174683641554,-0.43343720141732284,1
111-0014-01,-0.1599485414357874,-0.21477084690788145,-0.7569525058146478,0.16354264654355433,0.052797081937290324,-0.31827970060171457,0.9143885491414869,-0.8589358031057025,-0.8921120780386491,0.031579174760639046,0.6047818920520807,-0.3093124406500005,-0.7802298170987684,0.10850396858029093,0.06753116716148612,0.12423127058895074,-1.264091830155972,0.45544307500847103,0.35109969832948595,-0.9907489752237892,0.14733358251690146,0.1851386760788316,1.2779769987023033,-0.19657173077646667,0.3450729477402581,0.6164063463646123,0.01267706405822142,1.8764403611601863,0.14930336186197884,-0.5748817994598012,-1.0402786618535274,1.1346471145404284,0.5003905624615201,-0.20642873402869616,-0.37918366836473094,1.4595133261984508,-0.9283225701828685,-1.4719456725448385,-0.20666551097419317,0.3781364946042756,0.687795599863481,-0.17895728800017618,1.104860803050504,0.9034503640514792,0.33354725568516863,0.15260444551986313,0.037558232255380616,-0.41407167008169427,-0.43274237393398707,0.6025515563551154,-1.3905400977812608,-2.063465074006378,1.0052222038515846,-0.6415609495169505,-0.9057405677608167,0.19060871165143561,0.3291493386689929,0.048074021758201836,0.24723758949186087,0.8921578351178368,0.45658014271273695,-0.42936840920979263,0.9912037923031742,-1.30073531535495,-0.17744553894832177,-0.42787616005697476,-0.1487786034422835,-0.7574896944061429,0.5224504997990351,0.23926520146985186,0.1419312829545904,-1.1255821407006505,1.1509133946400771,-0.1139082571005678,-0.23919199213292588,-1.201950753626967,-0.05457674591530727,0.2248098974775264,-0.31859089002984914,-1.6492810858331957,0.547872607616595,0.5797533405754497,-0.24621146865359136,-1.790286379271355,-1.3906479123379614,-0.36170386040929237,-0.8471023150250284,0.1573588073976432,2.189630788459651,0.22887386719216218,-0.9765417320807079,-0.47525227395274994,-0.8115604165056893,-0.8069066166818756,0.6932511404613781,0.03767931750884322,0.13128952055317325,0.23700457075261305,-0.10838896892564069,-0.18161319260419043,-1.3173376399459096,-0.31894699266811477,-0.07838695533474066,0.15528356025852288,0.3152748514768816,-2.142213367712602,-0.3385557672786412,0.5469355533681536,0.10360122298319199,0.2698263960612353,-1.0904484098292886,1.6655788802503577,0.1488697402333209,-1.4587647184183272,-1.0273445577179956,0.0918945830081046,1
111-0018-03,-0.21971655389048886,1.3808845583666964,0.17441669121039252,0.1187129924056917,0.6079011556351255,0.8747807403223486,0.6280689215532638,0.4808331593134225,0.5051284292649147,-2.072302351325302,0.8620077638739954,-0.5553038268920185,2.010345121245759,1.431896278643608,-0.8142548284969249,1.3477270099857375,0.0059361290193179275,0.21967421327405745,0.17132735018396228,-0.6778253957939118,0.5204645185796062,-0.4010733619710992,1.9582904285361775,-0.16210190065385474,-0.6865825029570455,0.4781078342881927,0.9069553479098026,-0.48719005130463466,0.06545689141977598,-0.43018795392543674,-2.269162109512396,0.7238830469207551,0.15011801266917504,-1.4102760256402653,-0.027132808531075546,1.8696165054162446,1.988674966380008,-0.6838144847229427,0.5376873561672224,-0.5419538913909152,1.0408489171844926,-1.651388627021719,0.10070705168198278,-0.14628476663049977,0.2236883276706394,-0.4517753671173984,0.4035333908324935,1.53440003505702,1.4021399104135766,1.1556793741310445,0.22483352777913754,1.0126188607149078,0.42855888933913616,-1.405931470621547,0.946833267536107,1.8449933529580476,1.8464734061922314,1.4780027249388925,-0.006862707662754908,1.7212121953813198,1.4488402525065136,-0.8386331642034227,0.027174804536023337,-0.4380604565583108,-0.0680159931276533,-0.272541095262713,-0.17372137776502358,-1.040968751659243,-0.24213536050937198,-0.07149349290822418,-0.18073582498646812,-0.26571685252426125,0.2550633506774789,-1.1597885784491972,0.7087015713862521,-2.036284420857301,0.33561837962328855,0.3704611654514913,0.140541419485757,-1.2217079894022063,0.9193134834236054,0.47120614520731957,0.6643255821647726,0.5155194551669244,-0.440313238027022,0.643500427013499,-0.3750324195206816,0.12455821217122048,0.23515587496008375,-1.3746027897241369,1.1699191498538282,-1.9408216151102349,-0.17389938981154962,-0.5449195527204417,0.9986625298982051,-0.9783043013646434,-0.20710209980302552,-0.5839682421662922,1.304679800875969,0.15958394304917362,0.13765825729950282,0.6481109660755933,-0.42232031893377786,0.28859095559117376,0.23060773786835048,-0.20387993023637344,1.2996622215961322,0.3274726030644227,0.7807264896366843,-0.29090781348170275,0.3525565518056082,0.06114397961287555,-0.11958782019044605,-1.51320039337683,-0.49057827961162725,-1.9590201051749896,1
111-0022-01,0.16019826975131055,-0.5417259263137045,-0.09778830225826037,-0.5077161049937636,-0.177703655329263,-0.593353221991739,0.008933746238667812,-0.3712707731490332,-0.17532794952595587,-0.6104774394869571,-0.2311467211565601,-0.689262761682172,0.5232714898795733,0.5302703234296701,1.9601181640355112,0.3351979503786083,-1.6074395020341081,0.6737408176855546,1.2595596340713369,1.641155188566571,0.1838686104875562,0.45582824066474076,0.7301124607533989,-0.7423707382734868,-0.7500365144082912,1.1704297461487667,1.1097034831568837,1.027709142516092,-0.7138505052478789,-0.9730726094664964,-0.12924283393531683,0.6674092716046787,0.20140151075797003,-1.566665679513093,-0.9572389408232149,0.990497477075491,-1.590082437364061,-1.6778358252360515,-0.6344115702385059,-0.610837208196417,1.0619288787967383,-1.4535795781887257,-2.1122666627428544,-1.4851584239663627,-0.3102003338132119,2.167376454181499,0.3986880841816357,0.15478035726736514,-1.2114957864123792,-0.45545034554776437,-1.7151082351487925,-1.6484795598502497,0.5388504845678129,1.064863529465047,0.6088859260171926,0.6890132632715363,-0.00643701861687006,-0.3653760081009103,0.8376861791162371,0.337694534282652,0.09641247350215437,-0.6991997809362283,0.597972158927047,-0.8601906152049116,-1.0327662105365942,1.114086583746122,0.042737046265586214,-1.130463496209072,0.9796405563931236,0.24386427927188611,0.4231485127890733,0.13910792840849912,0.3482376410018787,0.24718749633745005,-0.7258536368162789,-0.23322553099702675,1.0699162177060888,0.42150723587586697,-1.5934981046120507,0.3316494847179069,-0.020991369369487655,0.5299746899135878,-0.13852061251970196,1.303322490801606,-0.30521890584202344,-1.249158352304558,-0.9440614842301821,0.3309261590762283,-0.186147461114262,0.004967082082392452,-0.7593612244597269,-1.0065371888834536,-0.4574444619999754,-0.27017013697117714,-0.7154051168861342,-0.27736801463589045,-0.22017002150200565,-0.26453533818485675,-0.6177730099171851,-0.3394712141559716,-1.487153713086234,0.6247586861067435,0.31986594351519393,0.12026073885498585,0.3043985923852188,-0.406885433820656,-0.09065338995339976,0.9702367453089247,-0.950021540160579,0.5397623948577422,0.6695009195576207,0.457200387722772,-0.09285470238218699,-0.5335662946593878,-0.018160254161440625,0.25051342276396976,1
111-0025-01,-0.39311280239339613,1.1789440529910407,-0.07443411369216968,0.28590244489074784,1.4573017696822141,-0.46369767306770304,0.7470826235973563,-0.5540810530026458,-0.17532794952595587,0.443805241141608,0.661020092871574,2.260075282986365,0.638119974308887,-0.6771173033064831,0.6609872784497568,1.5566252220598273,0.32407295453113977,1.8580688023534484,-1.191853251207999,0.5446945309695825,1.4411898973195378,0.753585269371594,0.2021151343170769,1.1604424714390809,0.7002596872930816,-0.11381365840968567,-0.04910249928729892,1.3776013083457272,0.6479129744611923,0.1811507538114352,0.22046968962892616,-0.44437437385207523,0.3880903587514865,1.2522753165082345,-2.018214196661876,1.736527351529235,2.0458439227281215,1.514061209102211,-0.739264019378815,-0.4969603781682424,-0.21828470871374622,2.030611900542838,0.36814931567853776,0.8784699601410693,1.4614844912430627,0.9056256220585577,0.39123783918896815,2.2348621216506834,0.6255581061296733,2.0450903749111866,0.5082631095501933,0.33102755432037134,-0.33927593123614863,-0.49296179107170846,1.2935236996341342,0.6111974168659579,0.5027460196219715,1.1309724076464955,-2.5633642577787037,-0.68700031341594,-1.3268535949445932,-0.0014222751681345774,1.5377654744444984,-0.9070447585026213,-0.8758093337531494,-0.5986355785544075,-0.4629907043921422,0.492576407302254,-0.17024372161833645,-0.33097676256245245,-0.36490930209288824,1.6022325924002936,-0.40343699088463747,0.5202710342519145,1.9819528440335277,0.69067987226412,1.2201858796864113,1.9553504790667247,0.7076878963656135,0.8970856420506366,-0.48541681038318724,-0.7210129947991868,0.8829014379714781,-1.668152085368289,-0.49026416077448826,-0.8506083990227635,-0.44144600723852734,-0.7304375781832625,-0.7933508407855215,0.0608677881518983,1.0726447940674666,1.2648176142509238,0.11474090595214581,0.200475834268684,0.457057191033676,-0.5509532621402192,-0.547005581191449,-0.33705221954709375,0.4567131692154569,-0.3003428976350131,-0.4527970195704938,0.428212501274445,0.5813529569010331,1.8972765516930352,-0.26035500434456343,1.3987419442378164,1.241223063436591,-0.9823301665960052,-0.6052427948324577,0.12817702470468473,0.2882663936143564,-0.1680208084639988,1.3218336639333894,-0.05783032293765759,-0.017242931743499716,-0.10343313911740475,1
111-0026-01,2.632684868996766,1.3857911422501745,-1.0070630734366113,0.47637271672224113,-0.1826740663470993,-1.7677641266644177,0.1038524794852366,-2.4476595557285075,1.1515524670112685,-0.4756754905546576,-0.349002616119622,-2.1487331294060477,0.017314136271603494,-0.9209873750600807,-0.9718837640608892,-1.0266221964276663,-0.5469639043462623,-1.7676064491001622,0.015428393138876263,-2.1632869638334364,1.0004749196199332,0.6700280757007311,-0.3756197349834007,0.24107291230657263,-1.5741292277037549,-2.1848259059506407,-1.9315214763684012,-1.582077175984815,-1.0677462196389567,-2.5107676822530007,1.0689717858786931,-1.0256245299986857,0.7119449738438248,-0.3540503815920561,2.2890128694383907,-1.1626446543461786,0.5588534681739474,-0.3658809260891626,0.10611612841759438,-1.67199737470727,-0.39551325928395215,0.32562349239902594,-1.4875380074501627,-0.4564252205516437,-1.2723837118843209,-0.5616490699171293,-0.8441029495622835,-0.1985424247680325,0.5083696070552018,0.4480221822795096,1.003204768790063,-1.0727977923879286,1.4866693636301136,0.11965050645395722,1.7834538523930237,-0.8715190092178186,1.6467425573021681,0.9257151926283499,2.1184134426075842,-0.5343664360364474,0.31849723979274724,-2.1228711208741773,-1.2553250681497292,-0.1744462154644248,1.6466346221597568,0.8938710074689661,2.6697311186202346,0.7461888717155137,-2.7833808734983876,2.7734297857073407,2.8181593256305733,-0.8999946781769829,0.4296082283851064,-0.7051331127724522,0.08113901714221534,-1.3546553287407161,-1.4487561015786148,-1.259532255554931,-0.4798550809057279,-0.7212228994808829,-1.2328981621919302,-0.1623975084003851,1.5648798667647508,-0.8520633526247903,0.3526663655230054,1.7249960209521171,1.7061474072231202,-1.4054636501023476,-0.3196330171269744,-1.8466696315718463,-0.14362419058016648,-0.4778213583236966,-2.5987016731568273,0.31938154106598887,1.5343167112273324,1.0426292061961961,0.4103916027391356,-1.2928606355370182,0.6768221744264377,3.0170144407249566,1.0432488745151096,1.4585054590178463,-1.2294500660267529,-0.8828575787008796,2.661152132040904,-0.20040056865238107,1.0373341895235426,-0.1620477728680108,0.3789069685300537,1.7584977740291154,-0.19182827516956247,-0.46477229902129835,0.06342557917567564,0.4972051965143208,-2.4314802136741016,-1.3428380310138317,1
111-0035-01,1.7978300044755748,-0.5297005437252114,-0.7636459764491496,0.5308454256429715,0.3815827156589492,0.3428842253517245,-0.15212002037153002,-0.2494398671023509,-0.17532794952595587,-0.03181325016303324,1.1808429384878112,-1.7471328876013255,0.42274429236178807,-1.3066319402583209,0.5459781633563279,-0.9064733286440875,0.5364647641708469,-1.246137763355806,0.8989722561098803,-0.6164436169262074,-0.18752509759896419,-0.9415021146227422,-1.0326270531746462,-0.23623773324337902,-0.3826644622773948,-0.7434559849489464,-1.3203897128835684,0.3505049300362414,0.6889165127364548,0.31910860990071804,-0.18085001944580764,0.6442619012394147,-0.6455730264540039,-1.1165430211539105,0.11942394427354952,0.13743077308615867,-1.2698151305134833,-1.4837622718111985,-0.09729233334289678,-1.59331798668066,-0.5293971271264096,0.9026953219542515,0.47002094497450586,1.9364354264176062,-0.892662676088985,1.1886111877627354,-0.41295937113074704,-0.7270105962858637,0.8610539436469665,-0.3371859567404836,0.1284286143199102,-0.5141231513839633,2.2257012562351797,-1.2066933484257685,1.006359782615092,0.6410816860893139,0.13795254516718464,-0.09791701976842007,1.4445865830219902,1.0135723426589562,0.20441296685351448,-1.2797363242102533,-1.079315967139778,-0.8601906152049116,0.8245552631144902,0.42333056148718196,1.642903126005643,0.86055244064168,-1.3489879600197483,1.549589636721678,1.5578874744115154,1.1712402441938436,-0.9768976968060789,-1.158529105942801,-0.34079014749680075,-0.7168732192333888,-0.35753493475809944,-0.38950412396087036,-0.22657497758333178,0.28619830725493706,-0.6332060307791202,0.34168605467035795,-0.28098267796552595,0.26489354525052655,-0.28663885647392495,-1.1445628600230344,0.2381168188044632,-1.7325295666316611,0.15464023771742016,-0.92092503822374,0.5174814217411635,0.391688608320895,-0.9436344526706487,-0.759248022793037,0.9046653770915997,0.22011312765258187,0.3912597031399271,-0.2785375798978071,0.04228311776733834,1.2359747400967065,0.27158292361556063,0.8198203479260567,-1.3729239155622315,-1.3134830418209928,1.749399208329911,-0.7805547778793327,-1.3249498688080321,0.69262211848128,1.4313500078157346,0.45609444674374616,-0.7299706513841245,0.8532640603834581,-0.09293225298741807,-1.8547556212640035,-0.7485912970253172,-1.8765172198292461,1
111-0044-01,-0.3415929026821524,-0.5068252471987545,0.9958088373334695,1.721715764453054,0.03194276031498467,1.1821428181597242,0.5929370036118783,0.9670076327124766,1.1515524670112685,0.8609197102535502,-2.172434175980678,-0.18140586067843217,0.6494732381069952,-1.6848947414822077,1.202228302097978,-0.8167972549760538,0.9036120236951231,-1.1804168810634152,1.236625764040075,0.15057114514281672,1.2850736131096674,1.174926765130028,0.5556966999651971,0.970452258730941,-0.2509307686672908,0.14270029862249511,-0.04910249928729892,0.37984151741348876,0.03790666083874974,-0.5448868922514658,-0.31780175377072517,-0.19382479060392624,-0.2207530950274085,1.666472109477989,0.511921015815357,-0.10145177478421458,0.7342563542467362,1.8316014530828753,0.5545138401411046,0.3003583869049093,2.1545202031908772,0.5552175506253528,1.564659770899906,-0.2647696803012907,-0.9110587143200426,0.5623322789432679,0.4044654195510805,0.6447766300521788,1.8460069556175729,0.0429606366058547,0.1532757840714581,0.08028020506742524,-0.36175171936929484,-0.8656232001368709,-0.07922045249968701,0.5698119978872785,1.7216835624469944,0.2586671300912903,-0.4944595670117869,0.7649902902368242,1.2224235216231332,-0.9688181115402005,-1.298307351561066,-1.2364376017923768,0.2517985824928829,-0.48298026593455623,-0.3184015930496042,-1.8555240342059234,0.6902978193909953,-0.530800095042248,-0.6416971854375997,0.06899889586132772,0.5270022585329643,-0.5038214016472228,-0.5491085594737264,-0.38681771678973326,-0.8438148829731759,-1.987001076413629,0.7380279074132201,-0.5770062592347155,1.4560796651129502,-0.46948468529658666,2.226408096050239,-0.04339489344077846,0.7157375286174595,1.3744059161453737,0.5429757426712608,0.5208046097435006,0.40062170775119504,1.1520262010990372,-0.38493241584990606,-1.6460655671042532,-0.7611095846356918,-0.6671282531396832,-1.4915391204966693,0.9067657125988944,0.45562434078122127,0.15207732475301408,-0.02856696424131749,-0.3078603539348427,1.9841194170500907,0.19435408977373753,-0.3341209779283738,1.8138613542325646,-0.8116666561372488,0.4732145632390871,1.4916841410819885,1.351436948054128,-0.37214991871302716,1.0782632192675299,0.4945440180499578,0.5866052047992527,0.02628964383713966,1.4806600885276862,-0.6111411901886319,1.2368155505161322,0
111-049-01,0.14661280467254176,0.49231849525322674,-0.12915665081602928,-0.6073982262451094,2.8796772564290785,-1.10262713486554,1.370998290897062,-0.3103510636715961,1.766066579292349,0.49947963189061295,-0.43949035498061456,-0.6141477345328467,-1.4286128042655408,-0.7999806685371013,-0.3818567006151842,-0.1006519833284856,0.6961451282378133,0.39500611867308355,-1.0106804666951459,-1.0703538010744706,1.1984401207411144,-0.5823510760632182,0.8544468578839265,0.9097581365318406,1.5356777234952046,0.4939285145651337,-0.07729537758042279,0.6448806400700627,-0.24543207720603877,-0.22384319250277038,-0.7652175792000951,-0.19382479060392624,0.10283436181968084,-1.135628186480122,-0.2448647813758127,0.45245087114992233,-0.15566872569785453,0.06293017807893911,-0.287316781469313,-0.660677708726473,-0.17533196763367598,0.7288467214666244,-0.8457898799842145,0.8871244360454751,0.28709691850526065,-0.8701573843353767,-0.6808879197903248,0.8093740878512757,0.9065131006729935,1.4144886331062565,0.2840886782521632,1.9296941611820093,-1.1189784037726604,0.7265987492664654,1.5067909348184556,-0.22204670512278893,0.22464790119990188,0.2875277763239283,-0.9429017157139985,-1.009491613483954,-0.8976771738794231,1.0233481048660853,0.5949652956430698,1.908592437908754,-0.6992193847675994,1.554113782999908,0.894934064385192,-1.561631025638429,-0.6983836042560896,-0.3825076842969083,-0.6427965944722585,-0.9838247272824173,1.0465222653276243,0.7354113208921659,0.0368383079340297,0.3357881324086151,1.262636875455252,0.8079948356577551,1.179043128053003,0.2534546594313004,0.3413723059758189,-1.1557472957332162,1.5352067218251704,-0.18031317463190125,1.496449169272458,1.3012212874614555,-0.2903394372377941,-1.8037971409891425,2.043048451787423,0.7550143856954185,2.459583442852121,1.3337286219263151,-0.06875242579428067,2.3140560884661734,-0.1888300871856434,-0.6611427587002477,-0.6245825704954778,-0.34102544092203263,-1.1013172452659648,-0.30520318656355894,0.4176174265358627,-0.6140721471336579,-0.8102237516019248,-0.3010170767597069,-0.6203927797276123,-0.5123031357503239,0.2630548962966416,-1.336848789949996,-0.8323301024746417,0.6999002361106705,0.2735060212400337,-0.190899110734878,-1.517991933277393,1.3488138894808508,1.0801263255859048,-0.19545284700883606,1
