Sample Id,P16234,Q9BXY4,Q92843,P27930,Q7L7L0,HCE003300,HCE000104,P15692...153,P33681,Q15303,Q08334,P17252,Q16288,P22362,Q96PD4,Q9BYF1,O75173,Q9UBX7,P12956,P23510,P01031...289,P04150,O14788,P04070...331,P42830,P09341,Q9HB29,P16410,P08697,Q9UBG0,P48023,P49771,P07858,P49767,P08709,P98073,Q9HCN6,Q9UKR0,Q8NCW0,O43866,P0CG37,Q8N158,P24941 P20248,Q9P286,Q15063,P61769,P35968,P01036,P49137,Q16644,P45983,Q9NP97,Q16543,Q9UJ70,P0DMV8,P01854,P08887,P61812,P14550,P06744,P29350,P09228,Q07817,Q9BZZ2,Q01344,P13591,P11171,P23284,P30101,P29317,P51654,P36894,Q9UK05,P01275,P46108,P15428,Q15759,P26038,Q86VB7,Q9H3T3,P19784 P67870,P04035,Q9UNP9,O75791,P02649...1143,P42081,P06702,O00548,P05783,P55291,P62993,P05129,Q04609,P13501,P13598,O14786,P01024...1220,P42702,P40225,P10645,P36871,P04155,P60604,O95825,Target
111-0035-01,1.9924284793933706,0.6290926978325733,1.1863151250814894,-0.8913528563300043,0.4496815016253666,0.09645201060820681,2.5996482563035253,0.8440945584433147,1.343377326470383,1.2736163409835044,-1.0235546189694307,-0.6957570196794687,0.6285174973223433,0.9224147824428344,0.26708953443209066,-0.021901296879075507,0.4934656989949456,0.830551597853555,0.0993432858365679,-2.112363929621222,-0.8205674785430368,0.2875173579775441,0.456401309155174,-0.10618921026649218,2.2997794716363207,0.030390599323565696,1.4370178498574777,0.29399288719487476,0.44765035730382524,1.4440045228543354,0.33266792405570056,-1.6212903307954594,0.13286450206525732,0.4632197200205925,-0.5291460495429777,-0.6694910527912155,-0.4916365249974254,0.634833967244766,0.7185802058880425,0.31193220305753283,0.7164203681732897,-1.3376939801176362,-1.171551766594726,0.8320105007787127,0.48266162997143686,0.11584119454360504,0.3124290339896574,-1.362209015005281,-0.42463331868104937,-0.4390223728886567,0.5249181851851171,-0.2567439137049087,1.595758785304063,-0.41725542355228135,0.49996238425679934,-0.5482464274800934,-0.15903442476001467,-0.28009052017199393,0.11839935673934562,-0.5400495845181679,-0.49084485800057753,1.5916314160044962,-0.7958696855108419,0.8420776252847417,-0.5798957622687119,1.5329281338169767,0.5447463556610082,-0.6544797838319032,0.37700702084496096,0.14790964100799284,1.9347263454118957,0.41944164416198926,-0.17830075662059158,-0.712554138900494,-0.07758856719202441,-1.3501134094134037,-0.8546638933026222,-1.6637728994623684,1.9291302402070947,1.3779906558356583,-0.5334318611528462,1.2900037239017008,0.23821138456116633,0.12577517401558524,2.0773029869028674,0.7717479673630159,1.04652762381451,-0.3967320523722302,0.41333294554990724,-0.8097759806729327,1.1335191929718522,-1.4109166120172292,0.11064916550000996,1.8545033367689054,-0.1535472483377995,-0.14319685367366317,0.8680895233849653,1.2451910489635607,0.0772082494005575,1.9126557019447055,0.5344006708949612,-0.023505266468944023,-1.0619120989849276,-0.06749379184957577,1
111-0044-01,1.0128887911397582,1.1449824330276863,-1.453756849759704,-1.9848258006236712,-0.2060912082294521,-0.09116004628239273,-0.7651468650672518,-1.5389735648046505,0.1871669321828984,1.3794435912082028,-2.974459119483132,1.673524226847679,0.43062079955856714,-1.277910914045922,-0.5288031708876998,2.3281132451550084,2.4987917323306843,-2.0655893147454494,-2.1054727677542053,-1.3922270890421473,-2.3101561182467516,1.2971560854828863,0.4774253199293454,0.3407048739629541,1.054674804534124,2.0440998092070095,-0.04471871624800263,-1.1585902125433156,-1.4026050121596256,-1.1195567927300585,0.5178629365985976,-1.3128150404036931,0.07114648811458538,-1.713035398047029,-1.495540343156115,-2.0690067847111755,-0.6406330811589243,-0.26166851806501673,-0.3898529917984336,1.282126398429452,-0.3363623768610096,-1.888550252619712,-0.21647358980121162,0.4242396640115943,0.2982279815161187,-3.283073367936438,2.206447123780358,-0.28759073134788316,0.5227683686733336,-0.2479134165875758,0.022950659707467208,-0.761993753730154,0.5924187669164376,1.2901371314098549,0.656580697167325,-1.922395078095165,-2.75297891112972,-1.8659589518671857,0.8896410722276238,2.163255225043386,0.4589254930561547,-0.10278614949342794,0.2835521799901627,-1.4826394115273929,0.5349213793798718,1.417727175916135,-1.031039189289815,2.191288999383989,-0.07118449581453536,-1.870333055198001,2.1728252801576122,2.107509981289534,0.9083661906772295,-1.7728121646247752,0.8801402999000715,-0.935198840567151,1.9270048136205968,-1.4176969552248475,1.179585155387432,-2.2570289793265594,0.6000814486156045,-0.5037624162534564,-2.35258671382233,1.752574397669123,-0.25485005931069826,-0.8875992255636301,1.0674738990856696,0.8607087150488049,-0.810363354752278,-1.3052446010485643,-1.3284486713316108,-1.4109166120172292,1.113863955717235,1.4060522800267443,-0.4493480965043964,1.3931503629699546,-0.45350408944640946,0.5630496395107482,1.3351609851018194,-1.755761616964231,-0.45749961993469324,-2.2067186436207002,2.049714360731191,0.2567355501384626,1
111-049-01,0.5723150572985986,-0.058799450259516925,1.0904295372384039,-0.05651933244940145,-0.5143889845321566,-0.09116004628239273,1.384060673459102,-1.5537810476466072,-0.6493615454160038,0.1129934661566156,-0.25038374060944124,-0.5587620634983258,0.43986231503312967,0.576790079895091,-0.22818613956846287,1.8221382663506767,-0.775512048988919,-1.416658194212743,-1.2896976855299,0.11786371257165655,0.7928937290258105,-0.27830610117185156,-1.2089390303444272,1.2496984614937023,-1.090067855068879,0.44233818690305365,-0.27227252738169644,-1.6489921992070635,-0.7627424686338656,0.15072491146232014,-0.05460934335294139,-1.8184087424136952,0.7948608553298419,-1.1117520659590832,-0.7583147678073393,-1.9689696276036803,-0.7567355955993983,0.06602214368348312,-0.9647862144513272,0.8235664221957195,1.3211016504826734,-1.2502187231400588,-0.17292708739493437,1.069254951947504,1.1689628129501535,-0.9752995612378548,-1.250339100923584,-2.40023117316728,1.1712551174180297,-0.0572022847387093,0.9341438608289735,-0.44079933014220435,0.9729703792289094,0.7831091322947764,0.7242428876596955,-1.6730537927362517,-1.3455305850159136,-1.11927412167095,0.33802966978015636,0.1507028694261084,-1.1748371196482545,-0.7698749536030666,0.04534627319690806,-0.8022345335502321,-0.4751735602748359,-1.7314974041246838,-1.784523254827388,-0.645437020181574,0.6503453934423822,-0.6299081182154308,-1.3951244425407687,1.6431631848263362,-0.5432672288066498,-0.6884322176078859,-0.43241093742075143,-1.946747720818208,1.4789681088844928,-1.0046364594437904,1.2382700899503807,-1.1848062881926416,0.1473552266754524,0.4251845232649994,-0.8608315390632173,1.6077272638353604,-0.9487045002822578,-1.6182382564629243,1.209548803503189,-0.8662513022206365,0.1334332294409883,-1.90985638638577,-1.5657244252214144,0.30140604386305114,-2.082208904238037,-0.39380116025097145,0.8753559832394563,1.057522847498661,0.37650110849661084,-0.7147656652132168,0.3954761852851261,-0.8539891748630081,-0.8759843153268889,-0.8792885352753377,0.35475434552475554,-1.6213018723165862,1
126-0005-01,-0.02762168463736301,-0.7056538185209172,-1.1076327332479465,0.9568400141280836,0.306126498962001,0.09645201060820681,0.05922748085448039,0.8545497697063791,-0.4706999872418226,-0.3242778292863146,0.45751838927686217,1.6098976065018507,-0.7935104012189012,-1.9195326365125207,-0.5602267739385336,0.26756766815198785,0.02959299692006902,0.3104613134791939,0.4148917304468065,0.8308085793026817,1.0969346732300629,-0.482853139144418,-0.11224210167392862,0.0664965167786432,-0.46942493288764253,0.09623851977014537,0.23431081220920744,1.390506898894678,-0.676165726056361,-0.06594880009993642,-0.17398732768984357,0.14421243473588588,0.39930194237489053,1.1946329193777412,-0.3234966205509282,0.16919651145464193,1.1102210580374556,-0.5753881306033353,0.29954361475296326,-0.5370127957798789,-0.15879721075111186,0.670881753519872,2.438101703947919,0.34326846607070116,0.2606437891136864,-0.1341484691531732,1.1725899034841338,-1.6874030875836565,-1.0993618679743324,0.7963592444023269,-1.0866993901594852,-0.32468112032134316,-0.13674723872271763,-0.27556453025565547,-1.839759646041743,1.7588859598018562,0.07289479504222553,-0.31844302122668583,1.0736530274688152,0.5137330659867615,0.5659187241615652,-1.1757476665237594,2.202610999201528,-0.4330160715982986,0.4133721009271883,0.21250267804419667,1.0655987095548285,-0.2010557475034012,-1.1865985838145252,0.10736747601050528,-0.6785093309355632,0.5215527105688211,1.0088278109697533,-0.19224252670187975,-0.9554263257758926,0.8026447503859695,-0.15992049110054393,1.4125904342749513,0.852338175063253,0.7064771614749797,-0.3317532538108063,-1.9053974527659119,-0.6793564714999599,0.4367887437308751,-0.8518651961378476,0.44220771007917903,0.3411207947141022,1.6914924067949322,-0.10607727318358459,0.1723105306219985,-0.0029589191686139834,1.131978525605553,0.5043219680789967,-0.4136510519570499,-0.9920235672484652,-0.31668530477241885,-0.1042372129334259,-1.32655152210331,0.8957579594336351,0.7383410759532233,-0.7659628214121242,-0.7317922854728129,0.9582986802259227,1.253815897318394,0
126-0017-02,-1.9270525764301816,0.5903485225973162,-0.43585819836747824,1.6200468339229714,-0.08498688356452633,0.7594816061678682,-0.7135757628594324,-0.12435717170049868,-1.5523059641694836,-0.3903365486602051,0.3429393164320232,0.1836248394138243,-0.17720591470406216,-0.27589566787880343,-0.2896682847126857,0.06226366185989156,1.0985558386791048,-0.9204014224596889,-0.8819140704345233,-0.9676295314073179,-0.8157893803323311,0.8959806688045077,1.163891609480423,0.014380563599414345,0.12127072470835262,2.087330182661738,1.0271721615854927,0.4022537814659604,-1.5117991058561147,-0.5443251614804305,-2.0421603888284015,0.8853356385476695,-1.5246444302085758,-0.23483085589691308,0.6052676117223534,-0.32150358607604657,0.5602372889680832,0.7576966974123672,0.7920655808605315,0.6936075566377919,-0.38559394247571566,0.223082249344509,-1.0017120203652632,1.0631513342433943,0.39144533029960843,-0.43822632725340854,-0.9151656547134815,2.5205703303967555,-0.5686241947042265,0.5895162210119291,1.1635583179071296,0.04059018797848035,0.49302085070734364,-1.0330081860596236,0.49690339876172573,-0.3408377559393711,-0.746406210373067,-1.493952607012302,-0.2826008324668151,1.0318318180509198,-0.43456157688450175,-1.1618949677565173,-0.06553678742139987,-1.0646506625046905,0.418104561801956,1.8025747355295727,-0.41051560015160743,1.5609450038390953,-1.0146153793278851,-1.4282992813136866,0.0258758539192879,0.2909289081954238,1.005122039177432,-0.7168414704640819,-0.011736373141621709,1.8676952339470472,1.0217660882705548,-0.7820072730592256,-0.8508764165813518,0.08402069125433588,-1.9318934268688237,1.4121953448393272,2.0847995511417565,-0.7037478162400298,-0.18891028401363597,-0.05662186974922583,-0.320517760635891,-0.04076009509895486,0.7188643832678718,1.2924046141750565,-1.3852260727605479,1.2187921003339937,1.9876078968830915,-0.13620503244544974,0.7890321522798934,0.33245054928841283,-2.0784703972262686,1.1191865757990482,-1.420710982663038,0.8745710259839298,-1.4693935132454163,1.3370495652799397,1.9331992545318242,1.4065010363657628,2
77-0155-01,-0.4229300845585728,0.75844829597433,0.418451068914245,1.2313687004219236,1.7094541511869998,0.9056876786537134,0.6815892936832525,1.1018898537797308,1.6246377502009095,-0.9143305880563529,2.8023082755241404,0.7269260781000614,1.6021583309205634,-0.5656721449674105,0.7291839625887775,0.8992672595275675,0.8637138611339187,-0.019421418174608945,1.1888985240594276,0.3832792864132174,0.4481594242598315,0.475007337486025,0.9800873515436419,0.3932695390658904,0.2064266695845065,-0.03954304472313035,0.2909900563914799,0.2922547535712564,-0.9004970792401438,-1.4054404584952467,-0.6931501312559232,0.9074732130756291,-0.22309967766372207,0.5586370060830789,-0.5095274763655999,-0.2952995644906723,2.322455254343733,1.3841337380265026,0.6107043973315892,-0.5950267482605732,0.0734289445661425,0.752793711620372,0.1821703210272787,0.9108137738381765,0.5609609099697314,-0.04467188680888091,2.0389714679905016,0.2495282805664946,0.0003455650733094732,-0.2025958293762161,-0.5166871665861154,0.043940238662022,0.14563515496689136,-0.3808376465942784,1.0150580254151111,1.1852670590453593,-0.12368878445246623,-1.1794670554723234,-0.09387480138573324,-0.5235096730572275,-0.46813140757314203,-0.26783298710671183,-0.8102356135053352,-0.24662783370606767,-0.34404689575202635,0.7914462537303755,1.1396489149882623,-0.07493850381922539,-0.2883688714591669,-0.1854921890926897,-0.22032285679642516,-0.34063864289210327,-0.5331134406958296,1.0294161228076995,-1.2384081400324334,1.6602729370846465,-1.1189252433447219,-0.40797086545057276,-0.7570033224724395,0.0628086473178976,1.1403952532257065,0.25027029035292553,1.7091606295488349,0.48893484072412113,-1.646364461638066,0.7832028144890474,-0.7232970842225712,0.6014820897206066,1.1354872464924133,1.1823111245356164,-0.12392400536580114,1.1014709615339877,1.515136966021989,-0.803731844971028,1.9283855885075565,-0.8275115294958385,-0.9917302740441225,0.6194058284668761,-0.02712856337786154,0.061278649699651605,-0.4385369192946295,1.6766344636688875,0.1296802182935061,0.24426577904054605,0
126-0021-02,-1.088958278104128,-1.5269105794799749,-0.6578674450226426,0.18545495152096456,-0.8480607891309165,0.9056876786537134,-0.32669417448836274,-0.33705870241591673,-0.37916027758367354,0.0011154347818320418,0.37619878581896904,-0.20725916525840624,-2.0161094510925546,-1.0990042544707823,-1.1824211463686018,0.4385807365489209,0.5863360502609869,1.4575724022275918,1.0385465113648575,-0.998038615060611,-0.10635759354172092,-0.37360365921010985,1.3208179124804365,-0.5239246214703946,0.1074505821772663,1.2161686740004947,0.727695667447768,1.1282970265316816,2.0276114854176415,0.33500332959037493,-1.1479500214694283,0.7155140356608782,-0.6218233038167107,-0.09379948187497615,1.1407476301583763,1.5899435631987366,0.22663835994983558,-0.6019238910310595,-0.2913214078266806,1.1367148723384861,-1.7780229895808044,1.209927726303126,-0.5365750390228109,0.24798973357735182,0.286347944717285,0.5140666511681184,-0.10488452590744518,0.33282402248353177,-1.5857655943682256,-0.9621720587911232,-1.173667655571449,-0.14103132098716645,1.164392650066459,0.3235822508289956,-1.5580976031849085,-0.11533619595313103,-0.26724495774909074,0.6038719974000802,1.2295585382320755,0.0317123145840603,-0.25506753169145596,-0.11977791725473749,-0.3448199040707434,-0.6275695435733742,-0.8683920774809415,0.2912056951677928,1.235640305049576,-1.1403314760755423,0.3568466322812883,0.15317374303297385,0.43011090871243457,0.44054748242169645,1.3346076314934807,0.7335603945288279,0.041161239619360405,0.591169708429411,-1.035388313089555,0.5472160842026036,0.9913501724528132,1.8006563672902696,-0.6598377986344848,-0.3936822443238753,0.10949507256159029,-0.3832288247903502,0.4601037934798741,-0.15075954507080935,2.3387028533876957,1.2407891190201157,1.169003293656188,0.6530781396288119,-1.7162003374496686,-1.3070199877418527,0.9012105185896725,-0.9169469758381081,-1.8836028957596251,0.5744912325370168,0.08901751381211141,-1.1955654459127354,0.5216317073846013,-1.950198060489168,-1.2988162174500153,1.4455907853337369,-0.1704785532804058,1.5584989643798952,2
77-0249-05,-1.1021654141762975,-1.871972065189536,-0.2489941177762863,-0.11430889552500499,-0.122163232168516,-0.9452027117932789,-0.6036272721523046,-1.4195628110507563,-0.7168939327870663,-0.6623590623233568,0.18915387255033225,0.5269851198234294,-1.7562030725656277,-1.4275850569825606,-1.0703031149620366,0.5533458791557706,-0.2724434162132209,1.9409790235169737,0.949716406173137,0.4802700902707855,2.480283575344188,0.1056700047267899,0.6475491548521364,0.03882064688225898,-2.0483385732449975,-0.4112421895867014,-1.5628350088395766,-0.5477603962431535,-0.562115012011923,-0.8062243785642557,-0.4584993725428012,0.7626188260329267,-0.6218233038167107,0.5031339534966458,0.828933966126527,1.428201072035609,1.0386776467153227,-0.8056289374478048,1.7541577119294054,0.606264027361846,-2.05922154972308,1.0530468430707767,1.7070744417466928,0.3890960189145643,0.011107421871410544,0.37052815134553435,-0.22848585463195822,-0.5780305178898262,-0.9441661283660556,-0.958846761238204,-1.473111224908812,0.022794632870205122,1.4842764363600907,0.7662485015124254,-0.9745016427098507,-0.5199543935634725,0.3749427649511015,-0.19413105223146482,1.3396302814099055,0.13217670085254057,-0.3373298072225888,-1.0608610207100468,-0.04081666572003072,-1.2953830853445858,-0.48368501311196627,-0.70301764244722,1.495790709055366,0.47151740598050484,-0.43434932372911905,-0.4737089596743959,-0.1817970262039748,-0.10788924288328416,-0.34037838041923446,0.6377888390789139,-1.6365274608515539,0.5619954736269059,-1.1027944753795496,1.4767525291557195,0.012283203069070589,-1.189913428995504,-0.41117771465454384,-1.1425828657947834,0.3649849883593069,-0.7751890070452729,-0.6115274510726538,-0.9325309057699823,1.0262958800929225,0.351289820613665,0.8024737100021558,0.26355452630371196,-0.11126278165198797,-0.6719218608762526,-0.33352151643274786,-1.7662283584681164,-1.4312840962144366,0.023277594488283405,-0.26484553086795026,-1.4968399494509066,1.9228558742507378,-1.2888291111078443,-1.4816052185499518,1.0988716517370534,-0.9170838834969991,0.1554014465460938,0
126-0029-02,2.0994279115234042,1.1683466558069668,2.1378149761829146,-1.4643078552911084,0.9595382819682279,0.6058871777077285,-0.783737398048111,-0.5611469199581406,-0.48413237745583604,-0.05965368250718084,0.27643658975118784,-0.4362122847919212,1.804496914232466,0.47374569288576945,1.618750830511074,-0.11013204009666952,0.8856113185083531,-0.503557072562238,0.6149830684924573,-1.07387764451071,-1.8752883095147501,-1.1890121696240803,-0.33314453362597596,0.8414075781278498,-0.9730130191767948,-0.06543408709240424,-2.0267050196910397,2.3010406128673178,0.8426199912916073,0.42627599445415343,2.2116221175491013,1.6139897447141984,2.101852231726301,0.053161216818623507,-1.2738335040977453,-0.8525687403011827,-0.4562989550140493,-0.14762414087584697,1.0222444300486928,-2.185684102629221,0.7220495061295547,1.2212633108673394,-0.6901808958393677,-1.915020901756452,1.1071477084839603,1.0690506983816883,1.2591656909027766,0.4177319503493632,1.860147973186097,1.7733594250435238,2.4494026581031147,-1.987188648019994,-0.6833528439284922,1.9355462421277436,-1.3756578244637228,0.15033295465909055,-0.09741090625681556,1.6534573224403588,-1.7366186222909787,-2.5988941816373794,1.118838957857874,-0.16486865247509172,1.3311613929047614,0.41110922598162075,0.10993328798141092,0.860139506591239,0.4470727506588608,-0.2987902596011893,0.13794084582960325,2.2560525830266527,0.3831574990807053,-1.1797222814361057,2.2564703056254523,0.42512133604583985,1.6010611616589652,0.6040472236836698,2.183202679476121,1.9774373279625457,1.0958075878824707,0.1555102102826682,2.0819886425144927,1.3558561322402616,0.03957531378904142,-0.3309577053002916,-1.5826994904623521,-0.611113394053258,0.39161184692956236,-0.7884770692261589,-0.052303681010187356,0.04825492493868269,-0.6768841196228979,-0.4823213687273972,-0.07406504224983602,1.1271846741256604,1.2970870447130767,2.070530810188393,2.4739128768334337,2.093914925108723,0.6054630165043203,1.6483975373505224,2.0810993084963414,1.597088100296746,-0.042468068352104975,-0.5645760936637187,1
126-0044-01,-0.7550611010635894,0.6270708651575604,-0.12013081410117686,-0.9990504109310079,-0.15499371608078913,-2.9461620537579374,-0.22612133312699603,0.04912331570550653,-0.035446394220595034,0.06863000274072424,-0.7322566014212379,-1.6490642400348972,-0.16839725146246637,0.7005740694378754,-0.2033254774101494,-0.07510640862975922,-0.5318786586420758,0.12070347708481428,-1.345944383953019,-0.8270841308402829,-0.3919866667376342,-0.33327096219582786,-0.6216226644214272,-1.7059636673644238,-1.5871727586056417,-0.6895925647875647,0.6233099890153507,-0.15494219730540698,-0.6879856500547306,0.5583053896457193,-0.6964304455041145,-0.02291823317720247,2.1104032494907465,-0.041236245474058374,-1.7944046508842892,-0.30051466560231105,-1.1058521351015063,-0.13855866689222346,-0.2821706026669122,2.010280616318051,0.3857508668406773,-0.23060296008182168,-2.626426010219761,-1.374155576458879,1.7407905778983976,-0.39443745378739675,0.8829892857037979,-0.2715531620357383,-0.5534343194899888,2.05123499364396,0.74273958504239,-0.4393011333740992,-0.9029827241438266,0.17371871550333784,-0.34051036340243795,-1.2957287589692512,-0.10614835236625829,1.0432423640685178,-1.4482508164350851,-0.1856700243238703,-2.1970441508956067,1.1858285402411866,-2.009930785209693,1.5760272707698029,-1.7418173150653533,-0.9316010927926108,2.0463403615460733,-2.174839175012642,0.49474937932825763,0.3183807592831045,-0.25745615575087083,-0.07200042228221057,-1.0102449731565237,-0.6842056747915642,1.0715173564034755,-0.7833665355824622,0.4126998365183471,-0.15920793343674536,-0.9633516519118416,0.8070482260600018,0.01610128582844229,-1.3645074310976897,0.5547863618484355,0.2680652710392153,0.7827530355723189,0.15615453490775033,-0.8505326423141316,-1.0297800185004664,-1.3769826146889537,-0.349094230078974,1.6233849922295747,-1.1508692699255711,0.34569824920520775,0.5025496954582163,0.6873380646101919,-0.1154957740258457,1.2110638446490605,-0.293436819770932,0.9345231427091835,0.038572018628855766,-0.01938825747653497,0.09191436238255261,-1.8957172204428447,0.133775870862357,1
